ResourceID,geom,SITEID,SITENAME,ADDRESS,DESTROYED,SURVEYNUM,ARCHITECT,YEARBUILT,STYLE,EXTPLAN,SURVEVAL,SURVDIST,SHPOEVAL,D_NRLISTED,PLOTMTHD,OWNERSHIP,EXTFABRIC,STRUCSYS,STRUCUSE
9477cf8e-4949-49a9-9d7f-585613e5f466,POINT (-82.54001773 29.658729581),AL02328I,DUDLEY FARM - STABLE (D),18502 W Newberry RD,NO,19573,,1905-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Museum/art gallery/planetarium;Park
7aad9892-44d7-4f0f-8ff6-fdc7627c3698,POINT (-82.5398971229999 29.658921865),AL02328J,DUDLEY FARM - STABLE,18502 W Newberry RD,NO,19573,,1925-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Museum/art gallery/planetarium;Park
132e1984-7afb-4c58-9836-d51aa4883d49,POINT (-82.540555145 29.6582251770001),AL02328K,DUDLEY FARM - CATTLE DIP,SR 26 WEST OF GAINESVILL,NO,,,,,,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,,,,Museum/art gallery/planetarium
ae080174-b7e4-4168-a16e-1005e5b975d4,POINT (-82.540010475 29.658683829),AL02328L,DUDLEY FARM - MILK ROOM,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Vertical plank,Wood frame,Agricultural;Farm;Museum/art gallery/planetarium
75b43a4f-cc6f-41f1-b7e4-1ee35cdad000,POINT (-82.539938827 29.6581072880001),AL02328M,DUDLEY FARM - PUMP HOUSE,18502 W Newberry RD,NO,19573,,1908-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Farm;Museum/art gallery/planetarium;Park
d96dd936-ac8e-46bd-8044-5d5d6891080d,POINT (-82.540030254 29.658262055),AL02328N,DUDLEY FARM - SUGAR FURNACE,18502 W Newberry RD,NO,19573,,1882-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Mill;Museum/art gallery/planetarium
41d21f50-38bd-4e5b-b8ad-52a7f473d187,POINT (-82.540094084 29.6585217190001),AL02328O,DUDLEY FARM - PACK/STORE HOUSE,18502 W Newberry RD,NO,19573,,1890-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Farm;Museum/art gallery/planetarium;Park
749ae2ac-34e9-465b-ad3b-a074a8e0f29f,POINT (-82.540041243 29.6583472080001),AL02328P,Dudley Farm Sweet Potato Cellar,18502 W Newberry RD,NO,19573,,1890-01-01,Masonry vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Stone,Masonry;Stone,Agricultural;Farm;Park
595ad44b-5185-4a8b-b57f-cd40848ee495,POINT (-82.539487902 29.658731093),AL02328Q,Dudley Farm Brooder House,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Agricultural;Farm;Park
d1fa1802-d52a-4fe1-b7ab-eee3af745a7b,POINT (-82.54032067 29.658603692),AL02328R,Dudley Farm Chicken Coop,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Agricultural;Farm;Park
