ResourceID,geom,SITEID,SITENAME,ADDRESS,DESTROYED,SURVEYNUM,ARCHITECT,YEARBUILT,STYLE,EXTPLAN,SURVEVAL,SURVDIST,SHPOEVAL,D_NRLISTED,PLOTMTHD,OWNERSHIP,EXTFABRIC,STRUCSYS,STRUCUSE
e8282597-4e53-4ecb-8cc8-19acc22b9bba,POINT (-82.54001773 29.658729581),AL02328I,DUDLEY FARM - STABLE (D),18502 W Newberry RD,NO,19573,,1905-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Museum/art gallery/planetarium;Park
80d24a4d-6562-4bc1-ad91-3c34bd210e47,POINT (-82.5398971229999 29.658921865),AL02328J,DUDLEY FARM - STABLE,18502 W Newberry RD,NO,19573,,1925-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Museum/art gallery/planetarium;Park
dac528f9-1e05-4612-8af2-7fd36d35b02e,POINT (-82.540555145 29.6582251770001),AL02328K,DUDLEY FARM - CATTLE DIP,SR 26 WEST OF GAINESVILL,NO,,,,,,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,,,,Museum/art gallery/planetarium
267a828f-d96a-43bf-8118-1b524e04e0cd,POINT (-82.540010475 29.658683829),AL02328L,DUDLEY FARM - MILK ROOM,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Vertical plank,Wood frame,Agricultural;Farm;Museum/art gallery/planetarium
ec75ab6c-97a8-4bd3-a435-f49d86f79a37,POINT (-82.539938827 29.6581072880001),AL02328M,DUDLEY FARM - PUMP HOUSE,18502 W Newberry RD,NO,19573,,1908-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Farm;Museum/art gallery/planetarium;Park
eba1d4f2-9685-4e10-b15e-ec18f7637aeb,POINT (-82.540030254 29.658262055),AL02328N,DUDLEY FARM - SUGAR FURNACE,18502 W Newberry RD,NO,19573,,1882-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Horizontal plank,Wood frame,Farm;Mill;Museum/art gallery/planetarium
1c48480c-faef-4ce1-960f-e79204c1c30f,POINT (-82.540094084 29.6585217190001),AL02328O,DUDLEY FARM - PACK/STORE HOUSE,18502 W Newberry RD,NO,19573,,1890-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Farm;Museum/art gallery/planetarium;Park
5510b530-9ef1-46e0-ab37-1f86d8b9d2f8,POINT (-82.540041243 29.6583472080001),AL02328P,Dudley Farm Sweet Potato Cellar,18502 W Newberry RD,NO,19573,,1890-01-01,Masonry vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Stone,Masonry;Stone,Agricultural;Farm;Park
955be203-3ada-4806-b004-00a658b66c7f,POINT (-82.539487902 29.658731093),AL02328Q,Dudley Farm Brooder House,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Agricultural;Farm;Park
83138755-86fb-45d9-8f69-49042d7f3869,POINT (-82.54032067 29.658603692),AL02328R,Dudley Farm Chicken Coop,18502 W Newberry RD,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Agricultural;Farm;Park
4134c475-0289-4224-a6a8-4a9b35d386e6,POINT (-82.280337661 29.619064296),AL03833,3215 SE 35TH ST,3215 SE 35TH ST,NO,5986,,1930-01-01,Frame Vernacular,Irregular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,Private-individual,"Weatherboard, Clapboard",Wood frame,Private residence
401ae9f8-b4ee-42af-8fdb-549dedab59fc,POINT (-82.4601563149999 29.7564988410001),AL04980,Agricultural Structure #1,12720 NW 109th LN,NO,19573,,1925-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Wood siding,Braced wood frame,Agricultural;Abandoned or vacant
abcf6d5c-c60b-4140-9a05-19153ad171aa,POINT (-82.322463377 29.621781825),AL05468,Camp Water Trough,,NO,16603,Unknown,1940-01-01,Other,Not Applicable,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,State,Concrete,Concrete,Water Tower or Supply Structure
f3702179-d2d3-496f-80be-d075c90aafa5,POINT (-82.324578033 29.6206300970001),AL05470,Camp Manholes,,NO,16603,,1950-01-01,No style,,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,State,Brick;Concrete-poured,Brick;Concrete,Sewage treatment
cadb137f-1c88-4936-a8d4-4a92406f5e6a,POINT (-82.327192423 29.619259732),AL05472,Camp Feed Trough,,NO,16603,Unknown,1950-01-01,Other,Not Applicable,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,State,,Wood frame,Agricultural
a1600e8c-3e0b-418c-92cb-cbb0c2710d8d,POINT (-82.3016382599999 29.607141771),AL05555,Camp Ranch Bunkhouse - Building #1,4801 Camp Ranch RD,NO,,,1940-01-01,Masonry vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Stone,Stone,Warehouse;Boardinghouse
ce7eb872-c4d8-43af-948c-3c1237caf8df,POINT (-82.301938249 29.6077117450001),AL05556,"Camp Ranch RR Warehouse, Building #2",4801 Camp Ranch RD,NO,,,1949-01-01,Masonry vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block,Concrete block,Warehouse;Office
93d5e3e3-7411-41ac-9592-4a29d79e788a,POINT (-82.301078218 29.60729178),AL05557,"Camp Ranch House, Building #4",4808 Camp Ranch RD,NO,,,1940-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Wood siding,Balloon wood frame,Warehouse
b2b8a922-3316-46fb-9f68-0c98066f3ecb,POINT (-82.301508244 29.606731758),AL05558,"Camp Ranch Office, Building #5",4812 Camp Ranch RD,NO,,,1940-01-01,Frame Vernacular,T-shaped,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Wood shingles,Balloon wood frame,Office;Private residence;Abandoned or vacant
a22abb8c-1565-414b-a1ea-faab92dcfc54,POINT (-82.302028257 29.6077617460001),AL05559,Camp Ranch Slaughterhouse,4801 Camp Ranch RD,NO,,,1940-01-01,Frame Vernacular,T-shaped,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block;Metal,Balloon wood frame,Agricultural;Warehouse
22ad512d-0696-4dfb-b764-93ffae984dee,POINT (-82.301848229 29.6068417590001),AL05560,"Camp Ranch Bunkhouse 2, Building #6",4801 Camp Ranch RD,NO,,,1940-01-01,Frame Vernacular,L-shaped,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Wood shingles,Balloon wood frame,Office;Private residence
55d0272b-c2a3-48ae-928d-94e7358a1d7b,POINT (-82.3032383029999 29.6073917260001),AL05561,"Camp Ranch Barn, Building #17",4704 Camp Ranch RD,NO,,,1945-01-01,Masonry vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block,Concrete block,Stable
d2236c4f-7929-4fa5-b247-87fc387728ee,POINT (-82.298297256 29.5475025170001),AL05562,Wauberg Barn Building #10,1650 SE 119th AVE,NO,,,1940-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Metal,Braced wood frame,Barn;Warehouse
ae89518b-3e3f-46cc-9d43-b4a7ccea3abb,POINT (-82.297017202 29.547572528),AL05563,Wauberg House Building #13,1650 SE 119th AVE,NO,,,1940-01-01,Frame Vernacular,Irregular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Vinyl,Balloon wood frame,Private residence
478236bf-e387-4163-a284-84f87d53c0b7,POINT (-82.297557237 29.54715251),AL05564,Wauberg Livery,1650 SE 119th AVE,NO,,,1940-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Metal,Braced wood frame,Automobile dealership;Warehouse
60e23905-fcef-47b1-884a-caf652df084a,POINT (-82.282737685 29.6103818390001),AL05565,"New Kincaid House, Building #3",4104 SE 35th ST,NO,,,1949-01-01,Masonry vernacular,T-shaped,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block,,Private residence
25bb25cc-ccd3-4295-bd78-fd74ced865da,POINT (-82.281697639 29.6098418710001),AL05566,"Kincaid Warehouse, Building #44",4104 SE 35th ST,NO,,,1940-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,,Balloon wood frame,Warehouse
62363078-4f98-4704-8945-3c249bef3965,POINT (-82.329728389 29.5600221670001),AL05567,Bolen Bluff Residence - Building #11,10225 441 HWY S,NO,,,1940-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Vinyl,Balloon wood frame,Private residence
03c0c553-f5f6-43fa-b6a6-0fbb1335abc1,POINT (-82.2579164699999 29.5780224150001),AL05568,"Camps Canal Pumping Station, Bldg #20",,NO,,,1937-01-01,Masonry vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block;Concrete-poured,Balloon wood frame,Abandoned or vacant;Water Tower or Supply Structure
3afaf5b9-0687-462e-b371-7bc2b0650cc0,POINT (-82.27601731 29.5996720370001),AL05569,Bison Pen Windmill,,NO,,,1940-01-01,,Square,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Metal,,Water Tower or Supply Structure
8d7c001a-e0ec-4192-988e-a1c450adb9b2,POINT (-82.2657965289999 29.565862506),AL05570,Hickory Ranch Shop Building #45,9302 SE County 234 RD,NO,,,1949-01-01,Industrial Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Metal,,Warehouse
dd414176-699e-455e-a662-c77118592d22,POINT (-82.2651665079999 29.564762516),AL05571,Hickory Ranch Horse Stable Building #46,9300 SE County 234 RD,NO,,,1960-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Concrete block,Concrete block,Office;Stable
a86036ae-ae4a-4a27-8fd7-e24e1eb93263,POINT (-82.265286541 29.566512532),AL05572,Hickory Ranch Hay Barn Building #47,9300 SE County 234 RD,NO,,,1949-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,,,Warehouse
043b3383-f9b7-48a4-80d5-242f3af93c03,POINT (-82.265986552 29.566512527),AL05573,Hickory Ranch Corn Crib Building #49,9300 SE County 234 RD,NO,,,1949-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Wood siding,Balloon wood frame,Warehouse
cda04a6c-80aa-4d15-91c2-9d6b9fd30f8c,POINT (-82.2640364819999 29.5660825260001),AL05574,Hickory Ranch High Barn Building #50,9300 SE County 234 RD,NO,,,1949-01-01,Frame Vernacular,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,,,Barn
e26452ef-a8cb-4cf2-9794-d55b0968cb13,POINT (-82.3111687809999 29.623601492),AL05575,Jackson Tank,,NO,,,,No style,Rectangular,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,State,Brick;Concrete,,Abandoned or vacant
0c949104-f335-4d9e-94cb-3abdae7d34d0,POINT (-82.160114235 29.4814835780001),AL05630,Marjorie Kinnan Rawlings Pump House,18700 S County Road 325,NO,19573,,1930-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Board and batten,Wood frame,Outbuilding
9928aeab-5c46-4211-a13e-cc3e64afa8dc,POINT (-82.160554183 29.4811303050001),AL05631,Brice Tenant House,18700 S County Road 325,NO,19573,,1940-01-01,Frame Vernacular,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,D,State,Wood siding,Wood frame,Park;Private residence
8afe078a-452a-4dd8-94c8-cec3243d2aa3,POINT (-82.3898813009999 30.2126534230001),BA00408,USFS #95-1 (H) OSC,,NO,4343,,1930-01-01,Other,Other,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Federal,Other;Wood/plywood,Other,Other
360ed3c3-876a-4398-b2c7-81c10dcc82ef,POINT (-82.388276833 30.2140182740001),BA00583,Olustee Battlefield State Monument,,NO,,,1912-01-01,,Irregular,Eligible for NRHP,Insufficient data to judge eligibility,Not Evaluated by SHPO,,D,State,Stone,Stone,"Monument, Marker, Statue"
923414b6-4dfd-4441-ae34-5c6614336ade,POINT (-82.388963733 30.2131296220001),BA00610,Olustee Tower,5890 Battlefield Trail RD,NO,16804,Unknown,1933-01-01,Other,Square,Eligible for NRHP,Potential contributor to NR district,Eligible for NRHP,,D,Federal,Steel,Steel skeleton,Other;Tower
4f1291bb-9bc8-4a42-a1f4-62b7fdb5d2ff,POINT (-82.388773865 30.2140698580001),BA00643,Olustee Battlefield Museum,5890 Battlefield Trail RD,NO,,,1960-01-01,Mid-Century Modern ca. 1940s-early 1960s,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Brick;Wood siding,,Museum/art gallery/planetarium
fffc6c93-596c-4e0d-a74d-14157c8738d4,POINT (-82.388530854 30.2146416320001),BA00644,Olustee Battlefield Ranger Residence,5890 Battlefield Trail RD,NO,,,1960-01-01,Mid-Century Modern ca. 1940s-early 1960s,L-shaped,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Concrete block,,Private residence
4e566903-b183-487a-8fb9-5eab2d215611,POINT (-80.08078132 26.2591628120001),BD00179,HILLSBORO INLET LIGHT STATION,,NO,,,1907-01-01,,,Not Evaluated by Recorder,Not Evaluated by Recorder,Eligible for NRHP,1979-02-16,D,Private-unspecified,Cast iron;Concrete block;Glass block;Stucco,,"Community center (e.g., recreation hall);Commercial;Lighthouse"
c5501545-c5f2-4d81-9ffd-a1c5dd09a3bf,POINT (-80.1045565589999 26.1386283910001),BD02152,"BIRCH, HUGH TAYLOR HOUSE",3109 E SUNRISE BLVD,NO,,SPRY,1940-01-01,Masonry vernacular,Central Block-1 wing,Eligible for NRHP,Not Evaluated by Recorder,Eligible for NRHP,,D,State,Stucco,Wood frame,Office building;Private residence
d3d5b3e0-d0ba-462f-bdce-6d2d6d539a1c,POINT (-80.111082602 26.0920941590001),BD02898,SMALL CRAFT BOATHOUSE NAS BUILDING 30,8010 N OCEAN DRIVE,NO,8906,,1954-01-01,Industrial Vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Private-corporate-for profit,Metal;Other,Other;Metal skeleton;Wood frame,Military;Other
d6e7864f-2d7c-479d-9294-37a2dc794c67,POINT (-80.108348473 26.092417233),BD02899,BDG 40,8010 N OCEAN DRIVE,NO,8906,,1955-01-01,Masonry vernacular,Irregular,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Federal,Concrete;Other,Concrete block;Masonry,Military;Other
6b50201a-a317-4d54-a411-1ab70bbc6793,POINT (-80.108517789 26.09235683),BD02900,BUILDING 43 NAVAL AIR STATION FT LAUDERD,8010 N OCEAN DRIVE,NO,8906,,1964-01-01,Masonry vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Federal,Concrete;Other,Concrete block;Masonry,Military;Other
b28518d9-4c94-4c56-9c84-8f1c6a75621f,POINT (-80.108324705 26.092254713),BD02901,BUILDING 44 NORTH PLOTTING TOWER NAS,8010 N OCEAN DRIVE,NO,8906,,1958-01-01,Not Applicable,Irregular,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Federal,Other;Steel,Steel skeleton,Military;Other
ec8d25ee-1531-44a8-8d3b-eb8ffe0cb7f6,POINT (-80.543514558 28.460399662),BR00212,CAPE CANAVERAL LIGHTHOUSE,4001 Lighthouse RD,NO,19662,Lighthouse Board,1867-01-01,,Round or Circular,Eligible for NRHP,Potential contributor to NR district,Eligible for NRHP,,D,Federal,Brick;Steel,Brick,Lighthouse
93e5adea-3bf2-45c1-bc5e-746465f07738,POINT (-80.509788041 27.827962567),BR01784,HANSHAW HOUSE,12620 WW RANCH RD,NO,6700,,1951-01-01,Ranch,L-shaped,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,D,State,"Board and batten;Weatherboard, Clapboard",Wood frame,Private residence
9b2cd977-9712-400c-98ed-8341395d4bff,POINT (-85.9895270759999 30.2736114520001),BY00879,THE LODGE,,NO,19224,"Hicks, Bob",1933-01-01,Bungalow ca. 1905-1930,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,Drop siding,Braced wood frame,"Community center (e.g., recreation hall);Other;Private residence"
770b5cba-e5a8-4f84-a291-0551d242c6dc,POINT (-85.989573946 30.273831285),BY00880,GUEST APARTMENT,,NO,19224,"Hicks, Bob",1933-01-01,Bungalow ca. 1905-1930,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,Private-corporate-for profit,Drop siding,Braced wood frame,"Community center (e.g., recreation hall);Other;Private residence"
459fadde-3817-4766-9a51-e464110bf051,POINT (-85.990125746 30.273884079),BY00881,MAID & BUTLER HOUSE,,NO,19224,"Hicks, Bob",1933-01-01,Masonry vernacular,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,Private-corporate-for profit,Concrete block,Concrete block,Migrant housing;Office;Other
e42ad89a-a55d-4499-ae85-e2d9e9fffc70,POINT (-85.989829372 30.2739954960001),BY00882,STABLE,,NO,19224,"Hicks, Bob",1933-01-01,Bungalow ca. 1905-1930,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,Private-corporate-for profit,Drop siding,Braced wood frame,Warehouse;Other;Park
8c4a4ac5-2b6c-4b55-b516-4e4f6844e4e1,POINT (-85.990087933 30.2734088770001),BY00883,KITCHEN,,NO,19224,"Hicks, Bob",1940-01-01,Frame Vernacular,Irregular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,"Weatherboard, Clapboard",Balloon wood frame,Kitchen;Park;Abandoned or vacant
91bb74b5-4228-4b67-aee3-f883363e3fd6,POINT (-85.989691896 30.2730207120001),BY00884,GUEST COTTAGES,,NO,19224,"Hicks, Bob",1940-01-01,Masonry vernacular,Square,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,Concrete block,Concrete block,Other;Park;Abandoned or vacant
20e75649-c095-4887-8e94-6caeb89df3dd,POINT (-85.989721726 30.273551581),BY01041,WATER TOWER AND PUMP HOUSE,,NO,19224,"Hicks, Bob",1938-01-01,Log,Square,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,"Log, not further specified",Braced wood frame,Other;Abandoned or vacant;Water Tower or Supply Structure
69317d7d-ac81-4697-b9f3-de2b10707520,POINT (-85.98930294 30.2735147110001),BY01042,SHELTER ON BLUFF,,NO,19224,"Hicks, Bob",1933-01-01,Frame Vernacular,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,Other,Other;Braced wood frame,"Community center (e.g., recreation hall);Park"
3c86d827-ca97-4c19-baff-875146db6795,POINT (-85.990184808 30.273262222),BY01043,"COTTAGE A ""CAT HOUSE""",,NO,19224,"Hicks, Bob",1938-01-01,Frame Vernacular,Rectangular,Insufficient Information,Insufficient data to judge eligibility,Not Evaluated by SHPO,,X,State,Drop siding,Balloon wood frame,"Community center (e.g., recreation hall);Commercial and residence;Other"
7df09b91-7a92-4a2c-abaa-d9b2610cfd63,POINT (-85.9903519009999 30.2735034290001),BY01044,"COTTAGE B ""CAT HOUSE""",,NO,,UNKNOWN,1940-01-01,Frame Vernacular,Unspecified,Eligible for NRHP,Potential contributor to NR district,Not Evaluated by SHPO,,D,State,Drop siding,Balloon wood frame,Private residence;Retail establishment
06530596-1f14-401d-8243-8b1ae11c89ba,POINT (-85.742194851 30.1312686140001),BY01654,Combination Building 2 (Pier Store),4607 State Park LN,NO,,,1962-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Brick;Mineral fiber cement,Balloon wood frame,Retail establishment
54c6ff39-67cb-4ec5-9d2a-fcdc852fee00,POINT (-85.742684846 30.1313886200001),BY01655,Picnic Shelter 2,4607 State Park LN,NO,,,1956-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Wood/plywood,Braced wood frame,Other;Park
f07bfb27-9b60-4528-abd3-6a80658019cd,POINT (-85.742904863 30.131408622),BY01656,Picnic Shelter 3,4607 State Park LN,NO,,,1956-01-01,Frame Vernacular,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,D,State,Wood/plywood,Braced wood frame,Other;Park
4114d5d8-8b6a-44e0-b36c-78a850e0bb17,POINT (-82.607767063 28.784329977),CI00124B,YULEE SUGAR MILL HISTORIC MEMORIAL,YULEE DR,NO,1516,,,Other,,Eligible for NRHP,Not Evaluated by Recorder,Not Evaluated by SHPO,1970-08-12,D,State,,,Mill;Museum/art gallery/planetarium
77dae0f3-6021-4ebd-abd6-bbfb7aa40844,POINT (-82.295809885 28.7510516830001),CI00264,8355 LEVY LANE,7690 S. Old Floral City Road,NO,,,,,,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,,,,Private residence
e1acba9a-7ab9-4843-845b-98a8f076cfa8,POINT (-82.2974168809999 28.7479877070001),CI00304,HANSON HOME,8247 W ORANGE AVE,NO,4623,UNKNOWN,1926-01-01,Frame Vernacular,Irregular,Ineligible for NRHP,Ineligible as contributor to NR district,Not Evaluated by SHPO,,M,Private-individual,Drop siding,Wood frame,Private residence
233834be-63d1-4c04-b6d8-ecb32ac4bf16,POINT (-82.58750245 28.800381574),CI00375,HOMOSASSA SPRINGS ATTRACTION,FISHBOWEL DR,NO,1516,,,,,Not Evaluated by Recorder,Not Evaluated by Recorder,Not Evaluated by SHPO,,D,,,,Recreation--nonbuilding
45b57982-5c7d-4458-9df5-856a2fca89ad,POINT (-82.576965201 28.7983161430001),CI01382,8746A W. Halls River Road,8746A W Halls River RD,NO,19845,,1965-01-01,Mid-Century Modern ca. 1940s-early 1960s,Rectangular,Ineligible for NRHP,Ineligible as contributor to NR district,Ineligible for NRHP,,D,Private-corporate-nonprofit,Brick;Concrete block,Concrete block,Commercial
